"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Trempealeau","WI",64027,62,"White",24,6322,379.626700411262
"Treutlen","GA",52106,23,"White",11,888,1238.73873873874
"Trigg","KY",61510,54,"White",13,2565,506.82261208577
"Trimble","KY",58468,43,"White",11,1848,595.238095238095
"Trinity","CA",50357,17,"White",13,1814,716.64829106946
"Trinity","TX",46886,9,"Black or African American",11,429,2564.10256410256
"Troup","GA",59310,46,"White",67,9647,694.516429978232
"Troup","GA",59310,46,"Black or African American",79,6619,1193.53376642997
"Trumbull","OH",57211,39,"Black or African American",78,5721,1363.39800734137
"Trumbull","OH",57211,39,"White",262,35841,731.006389330655
"Tucker","WV",52898,25,"White",10,1199,834.028356964137
"Tulare","CA",59859,48,"White",731,126615,577.340757414208
"Tulare","CA",59859,48,"Black or African American",21,3526,595.575723199092
"Tulsa","OK",71737,80,"White",812,116721,695.676013742171
"Tulsa","OK",71737,80,"Black or African American",372,25695,1447.75248102744
"Tunica","MS",44885,6,"Black or African American",51,2843,1793.87970453746
"Tuolumne","CA",70171,78,"White",42,7669,547.659408006259
"Turner","GA",44709,6,"Black or African American",13,1191,1091.51973131822
"Tuscaloosa","AL",64397,63,"Black or African American",309,14982,2062.47496996396
"Tuscaloosa","AL",64397,63,"White",169,25447,664.125437183165
"Tuscarawas","OH",59730,48,"White",107,20053,533.585997107665
"Tuscola","MI",55322,33,"White",67,10834,618.4234816319
"Twiggs","GA",48218,12,"Black or African American",13,885,1468.92655367232
"Tyler","TX",56676,37,"White",31,3602,860.632981676846
"Tyler","WV",52857,25,"White",13,1719,756.253635834788
"Uinta","WY",70276,78,"White",38,5596,679.056468906362
"Uintah","UT",80408,90,"White",47,9475,496.042216358839
"Ulster","NY",79337,90,"White",136,26415,514.85898163922
"Ulster","NY",79337,90,"Black or African American",35,3317,1055.17033463973
"Umatilla","OR",60327,50,"White",91,17762,512.329692602184
"Unicoi","TN",47207,10,"White",21,3070,684.039087947883
"Union","AR",53688,28,"Black or African American",55,4033,1363.74907017109
"Union","AR",53688,28,"White",37,5586,662.370211242392
"Union","FL",47665,11,"White",11,2423,453.982666116385
"Union","GA",54218,29,"White",18,3166,568.540745420088
"Union","IA",58391,43,"White",12,2565,467.836257309942
"Union","IL",59334,47,"White",19,3455,549.927641099855
"Union","KY",53954,29,"White",22,3153,697.748176339994
"Union","MS",51780,22,"Black or African American",17,1210,1404.95867768595
"Union","MS",51780,22,"White",34,5578,609.537468626748
"Union","NC",92701,96,"Black or African American",84,6298,1333.75674817402
"Union","NC",92701,96,"White",185,35759,517.35227495176
"Union","NJ",102785,98,"White",390,90356,431.62601266103
"Union","NJ",102785,98,"Black or African American",294,30956,949.735107895077
"Union","OH",85950,93,"White",73,10632,686.60647103085
"Union","OR",62485,57,"White",32,4972,643.604183427192
"Union","PA",69369,76,"White",42,6777,619.743249225321
"Union","SC",45983,8,"Black or African American",18,2378,756.938603868797
"Union","SC",45983,8,"White",32,3851,830.952999220982
"Union","SD",86268,94,"White",11,3008,365.691489361702
"Union","TN",48617,13,"White",23,4103,560.565439922008
"Upshur","TX",63422,60,"White",53,7580,699.208443271768
"Upshur","WV",53896,28,"White",32,4888,654.664484451719
"Upson","GA",48831,13,"White",22,4136,531.914893617021
"Upson","GA",48831,13,"Black or African American",22,2073,1061.26386878919
"Utah","UT",80057,90,"White",946,188584,501.633224451703
"Uvalde","TX",52400,24,"White",43,7285,590.25394646534
"Valencia","NM",53040,26,"White",91,15267,596.056854653829
"Vance","NC",46215,8,"Black or African American",97,6338,1530.45124644998
"Vance","NC",46215,8,"White",34,4663,729.144327686039
"Vanderburgh","IN",60911,52,"White",263,34154,770.041576389296
"Vanderburgh","IN",60911,52,"Black or African American",65,6700,970.149253731343
"Venango","PA",57513,40,"White",69,10581,652.112276722427
"Ventura","CA",103512,98,"Black or African American",40,4908,814.995925020375
"Ventura","CA",103512,98,"White",953,172429,552.691252631518
"Vermilion","IL",55731,34,"White",119,15104,787.870762711864
"Vermilion","IL",55731,34,"Black or African American",61,4533,1345.68718288109
"Vermillion","IN",53337,27,"White",20,3177,629.524708844822
"Vernon","MO",52695,24,"White",44,4734,929.446556822983
"Vernon","WI",62177,56,"White",45,7396,608.436992969173
"Victoria","TX",74122,84,"White",126,21474,586.756077116513
"Victoria","TX",74122,84,"Black or African American",11,1702,646.298472385429
"Vigo","IN",55605,34,"White",146,20048,728.252194732642
"Vigo","IN",55605,34,"Black or African American",23,2243,1025.41239411502
"Vilas","WI",56346,36,"White",15,2275,659.340659340659
"Vinton","OH",49301,15,"White",24,2820,851.063829787234
"Volusia","FL",58337,43,"Black or African American",172,15535,1107.17734148696
"Volusia","FL",58337,43,"White",379,67714,559.707002983135
"Wabash","IL",57729,41,"White",17,2468,688.816855753647
"Wabash","IN",58001,42,"White",51,6450,790.697674418605
"Wabasha","MN",75086,85,"White",20,4396,454.959053685168
"Wadena","MN",52352,23,"White",15,3067,489.077274209325
"Wagoner","OK",69877,77,"Black or African American",12,1055,1137.44075829384
"Wagoner","OK",69877,77,"White",71,11793,602.052064784194
"Wake","NC",93631,96,"White",664,147764,449.365203973904
"Wake","NC",93631,96,"Black or African American",657,48671,1349.87980522282
"Wakulla","FL",62976,59,"White",32,4787,668.47712554836
"Wakulla","FL",62976,59,"Black or African American",10,674,1483.67952522255
"Waldo","ME",58419,43,"White",48,6757,710.374426520645
"Walker","AL",51039,19,"White",132,13723,961.888799825111
"Walker","AL",51039,19,"Black or African American",23,1194,1926.29815745394
"Walker","GA",54962,31,"White",98,13254,739.3994265882
"Walker","TX",54077,29,"White",40,8329,480.249729859527
"Walker","TX",54077,29,"Black or African American",29,2765,1048.82459312839
"Waller","TX",72273,81,"Black or African American",24,2112,1136.36363636364
"Waller","TX",72273,81,"White",32,8315,384.846662657847
"Walsh","ND",68227,73,"White",15,2228,673.249551166966
"Walthall","MS",45289,7,"White",11,1667,659.868026394721
"Walthall","MS",45289,7,"Black or African American",27,2134,1265.22961574508
"Walton","FL",69745,77,"White",64,10287,622.144454165452
"Walton","FL",69745,77,"Black or African American",10,890,1123.59550561798
"Walton","GA",68344,73,"Black or African American",44,3492,1260.02290950745
"Walton","GA",68344,73,"White",87,15434,563.69055332383
"Walworth","WI",70946,79,"White",101,19529,517.179579087511
"Wapello","IA",55707,34,"White",42,7655,548.661005878511
"Ward","ND",80104,90,"Black or African American",15,1095,1369.86301369863
"Ward","ND",80104,90,"White",97,15834,612.605785019578
"Ward","TX",71697,80,"White",11,2466,446.066504460665
"Ware","GA",48086,12,"Black or African American",38,3324,1143.20096269555
"Ware","GA",48086,12,"White",44,5365,820.130475302889
"Warren","GA",42376,3,"Black or African American",14,947,1478.35269271383
"Warren","IA",80507,91,"White",48,9293,516.517809103626
"Warren","IL",59276,46,"White",17,3308,513.905683192261
"Warren","KY",62205,56,"White",130,20904,621.890547263682
"Warren","KY",62205,56,"Black or African American",34,3011,1129.19295914978
"Warren","MO",66790,70,"White",33,6765,487.80487804878
"Warren","MS",55003,32,"White",30,5148,582.750582750583
"Warren","MS",55003,32,"Black or African American",77,7024,1096.24145785877
"Warren","NC",47889,11,"Black or African American",30,2403,1248.43945068664
"Warren","NJ",90982,95,"Black or African American",20,1024,1953.125
"Warren","NJ",90982,95,"White",84,19446,431.965442764579
"Warren","NY",73561,83,"White",61,10867,561.332474463973
"Warren","OH",100123,97,"Black or African American",17,1409,1206.52945351313
"Warren","OH",100123,97,"White",225,41971,536.084439255677
"Warren","PA",58979,45,"White",52,7442,698.73689868315
"Warren","TN",51437,21,"White",55,8600,639.53488372093
"Warren","VA",77386,88,"White",43,7434,578.423459779392
"Warrick","IN",80286,90,"White",54,11494,469.810335827388
"Wasatch","UT",89265,94,"White",32,7197,444.629706822287
"Wasco","OR",57861,41,"White",26,5043,515.566131271069
"Waseca","MN",68488,74,"White",14,3827,365.821792526783
"Washburn","WI",58507,44,"White",22,2828,777.934936350778
"Washington","AL",50462,18,"Black or African American",16,871,1836.96900114811
"Washington","AL",50462,18,"White",16,2194,729.26162260711
"Washington","AR",65749,67,"Black or African American",33,2478,1331.7191283293
"Washington","AR",65749,67,"White",312,47312,659.452147446736
"Washington","FL",49709,15,"Black or African American",12,823,1458.08019441069
"Washington","FL",49709,15,"White",21,3566,588.895120583287
"Washington","GA",50354,17,"Black or African American",29,2780,1043.1654676259
"Washington","GA",50354,17,"White",15,1813,827.357970215113
"Washington","IA",70004,77,"White",29,5169,561.036951054362
"Washington","ID",48753,13,"White",11,2034,540.806293018682
"Washington","IL",69962,77,"White",20,2664,750.750750750751
"Washington","IN",56083,35,"White",31,5921,523.560209424084
"Washington","MD",72310,81,"White",133,26408,503.635262041806
"Washington","MD",72310,81,"Black or African American",45,4104,1096.49122807018
"Washington","ME",51847,22,"White",24,5108,469.851213782302
"Washington","MN",106762,98,"White",193,43245,446.294369291248
"Washington","MN",106762,98,"Black or African American",20,3353,596.480763495377
"Washington","MO",49014,14,"White",34,5550,612.612612612613
"Washington","MS",45494,7,"Black or African American",169,12136,1392.55108767304
"Washington","MS",45494,7,"White",26,3417,760.901375475563
"Washington","NC",45220,6,"Black or African American",19,1775,1070.42253521127
"Washington","NC",45220,6,"White",10,1115,896.860986547085
"Washington","NE",80776,91,"White",19,3991,476.071160110248
"Washington","NY",64100,63,"White",63,11070,569.105691056911
"Washington","OH",59707,48,"White",71,11305,628.040689960195
"Washington","OK",68817,75,"White",52,8192,634.765625
"Washington","OR",87829,94,"White",507,111385,455.17798626386
"Washington","OR",87829,94,"Black or African American",28,4234,661.313179026925
"Washington","PA",76522,87,"Black or African American",17,2179,780.1743919229
"Washington","PA",76522,87,"White",193,34607,557.69064062184
"Washington","RI",94519,96,"White",90,18210,494.233937397035
"Washington","TN",62553,57,"Black or African American",23,1592,1444.72361809045
"Washington","TN",62553,57,"White",190,21404,887.68454494487
"Washington","TX",67789,72,"White",21,5169,406.2681369704
"Washington","TX",67789,72,"Black or African American",14,1735,806.916426512968
"Washington","UT",68071,73,"White",195,37587,518.796392369702
"Washington","VA",59199,46,"White",58,8953,647.827543840054
"Washington","VT",73660,83,"White",59,10475,563.245823389021
"Washington","WI",86256,94,"White",105,25526,411.34529499334
"Washita","OK",62140,56,"White",23,2456,936.482084690554
"Washoe","NV",75031,85,"Black or African American",45,4528,993.816254416961
"Washoe","NV",75031,85,"White",495,82122,602.761744721268
"Washtenaw","MI",88161,94,"White",250,50529,494.765382255734
"Washtenaw","MI",88161,94,"Black or African American",157,13085,1199.84715322889
"Watauga","NC",57570,40,"White",38,6083,624.69176393227
"Watonwan","MN",62605,57,"White",21,2701,777.489818585709
"Waukesha","WI",100814,98,"White",289,66370,435.43769775501
"Waukesha","WI",100814,98,"Black or African American",13,1767,735.710243350311
"Waupaca","WI",66103,68,"White",53,9960,532.128514056225
"Waushara","WI",59929,48,"White",23,4071,564.971751412429
"Wayne","GA",52707,25,"Black or African American",26,1736,1497.69585253456
"Wayne","GA",52707,25,"White",47,5334,881.13985751781
"Wayne","IA",54548,30,"White",15,1450,1034.48275862069
"Wayne","IL",57233,39,"White",29,3619,801.326333241227
"Wayne","IN",54667,31,"White",108,13712,787.631271878646
"Wayne","IN",54667,31,"Black or African American",24,1466,1637.10777626194
"Wayne","KY",38852,2,"White",27,4275,631.578947368421
"Wayne","MI",60038,49,"White",1405,232371,604.636551032616
"Wayne","MI",60038,49,"Black or African American",3377,212522,1589.01196111461
"Wayne","MO",42851,4,"White",27,2591,1042.06869934388
"Wayne","MS",54061,29,"Black or African American",29,2554,1135.47376664056
"Wayne","MS",54061,29,"White",14,2865,488.656195462478
"Wayne","NC",54480,30,"Black or African American",169,10700,1579.43925233645
"Wayne","NC",54480,30,"White",110,19240,571.725571725572
"Wayne","NE",69016,75,"White",12,1777,675.295441755768
"Wayne","NY",64606,64,"Black or African American",10,1108,902.527075812274
"Wayne","NY",64606,64,"White",91,17569,517.957766520576
"Wayne","OH",63923,62,"Black or African American",12,805,1490.68322981366
"Wayne","OH",63923,62,"White",162,27105,597.675705589375
"Wayne","PA",63078,59,"White",27,7802,346.065111509869
"Wayne","TN",46399,9,"White",17,2777,612.171407994238
"Wayne","WV",49225,14,"White",57,8199,695.206732528357
"Weakley","TN",48877,13,"White",41,6138,667.970022808733
"Webb","TX",54865,31,"White",542,93520,579.555175363559
"Weber","UT",70693,79,"White",401,65922,608.294651254513
"Weber","UT",70693,79,"Black or African American",14,1729,809.716599190283
"Webster","IA",56793,37,"White",42,7424,565.73275862069
"Webster","KY",51581,21,"White",19,3099,613.101000322685
"Webster","MO",56537,37,"White",72,9020,798.226164079823
"Webster","MS",50710,18,"Black or African American",16,572,2797.2027972028
"Webster","MS",50710,18,"White",11,1680,654.761904761905
"Weld","CO",77980,88,"White",404,63644,634.780969140846
"Wells","IN",61507,54,"White",24,5968,402.144772117962
"Westchester","NY",137881,100,"White",582,155169,375.07491831487
"Westchester","NY",137881,100,"Black or African American",352,34998,1005.77175838619
"Westmoreland","PA",70745,79,"White",316,56682,557.496206908719
"Westmoreland","PA",70745,79,"Black or African American",26,3070,846.905537459283
"Westmoreland","VA",68896,75,"Black or African American",19,1219,1558.65463494668
"Westmoreland","VA",68896,75,"White",16,1850,864.864864864865
"Weston","WY",67135,70,"White",11,1241,886.38195004029
"Wetzel","WV",51654,21,"White",24,3111,771.45612343298
"Wexford","MI",52350,23,"White",55,7315,751.87969924812
"Wharton","TX",62023,56,"White",51,8683,587.354600944374
"Wharton","TX",62023,56,"Black or African American",17,1661,1023.47983142685
"Whatcom","WA",69770,77,"White",125,33445,373.747944386306
"Whatcom","WA",69770,77,"Black or African American",13,958,1356.99373695198
"Wheeler","TX",66320,69,"White",13,1216,1069.07894736842
"White","AR",58434,43,"White",137,15986,856.999874890529
"White","AR",58434,43,"Black or African American",15,1144,1311.18881118881
"White","GA",55373,33,"White",29,5032,576.31160572337
"White","IL",57865,41,"White",16,3200,500
"White","IN",64586,64,"White",34,5478,620.664476086163
"White","TN",48549,13,"White",32,5037,635.298788961683
"Whiteside","IL",62620,58,"White",66,11641,566.961601237007
"Whitfield","GA",59891,48,"White",167,25630,651.580179477175
"Whitfield","GA",59891,48,"Black or African American",10,1469,680.73519400953
"Whitley","IN",67210,71,"White",45,7303,616.185129398877
"Whitley","KY",47507,10,"White",74,8844,836.725463591135
"Whitman","WA",55468,33,"White",30,6439,465.910855722938
"Wichita","TX",60445,50,"Black or African American",62,4253,1457.79449800141
"Wichita","TX",60445,50,"White",221,27103,815.407888425636
"Wicomico","MD",69617,77,"White",75,13270,565.184626978146
"Wicomico","MD",69617,77,"Black or African American",117,7531,1553.57854202629
"Wilbarger","TX",53197,26,"White",21,2802,749.464668094218
"Wilcox","AL",37636,1,"Black or African American",28,2449,1143.32380563495
"Wilcox","GA",45272,7,"Black or African American",15,563,2664.29840142096
"Wilkes","GA",45491,7,"Black or African American",17,1116,1523.29749103943
"Wilkes","NC",48863,13,"White",95,12964,732.798518975625
"Wilkes","NC",48863,13,"Black or African American",12,742,1617.25067385445
"Wilkinson","GA",48870,13,"Black or African American",14,969,1444.78844169247
"Wilkinson","MS",39635,2,"Black or African American",19,1762,1078.3200908059
"Will","IL",95174,96,"White",681,128646,529.359638076582
"Will","IL",95174,96,"Black or African American",259,19112,1355.16952699874
"Willacy","TX",41114,3,"White",35,5695,614.574187884109
